Date,Daily People Talking About This,Weekly People Talking About This,28 days People Talking About This,Daily Page stories,Weekly Page stories,28 days Page stories,Lifetime Total likes,Daily New likes,Daily Unlikes,Daily Friends of Fans,Daily Page engaged users,Weekly Page engaged users,28 days Page engaged users,Daily Total reach,Weekly Total reach,28 days Total reach,Daily Organic reach,Weekly Organic reach,28 days Organic reach,Daily Paid reach,Weekly Paid reach,28 days Paid reach,Daily Viral reach,Weekly Viral reach,28 days Viral reach,Daily Total impressions,Weekly Total impressions,28 days Total impressions,Daily Organic impressions,Weekly Organic impressions,28 days Organic impressions,Daily Paid impressions,Weekly Paid impressions,28 days Paid impressions,Daily Viral impressions,Weekly Viral impressions,28 days Viral impressions,Daily Logged-in page views,Weekly Logged-in page views,Daily Logged-in page views,Weekly Logged-in page views,Daily Reach of page posts,Weekly Reach of page posts,28 days Reach of page posts,Daily Organic reach of page posts,Weekly Organic reach of page posts,28 days Organic reach of page posts,Daily Paid reach of page posts,Weekly Paid reach of page posts,28 days Paid reach of page posts,Daily Viral reach of page posts,Weekly Viral reach of page posts,28 days Viral reach of page posts,Daily Total Impressions of your posts,Weekly Total Impressions of your posts,28 days Total Impressions of your posts,Daily Organic impressions of your posts,Weekly Organic impressions of your posts,28 days Organic impressions of your posts,Daily Paid impressions of your posts,Weekly Paid impressions of your posts,28 days Paid impressions of your posts,Daily Viral impressions of your posts,Weekly Viral impressions of your posts,28 days Viral impressions of your posts,Daily Total Consumers,Weekly Total Consumers,28 days Total Consumers,Daily Page consumptions,Weekly Page consumptions,28 days Page consumptions,Daily Negative feedback,Weekly Negative feedback,28 days Negative feedback,Daily Negative feedback from users,Weekly Negative feedback from users,28 days Negative feedback from users,Daily Total check-ins,Weekly Total check-ins,28 days Total check-ins,Daily Total check-ins,Weekly Total check-ins,28 days Total check-ins,Daily Total check-ins using mobile devices,Weekly Total check-ins using mobile devices,28 days Total check-ins using mobile devices,Daily Total check-ins using mobile devices,Weekly Total check-ins using mobile devices,28 days Total check-ins using mobile devices
3/30/13,2,5,22,2,5,24,155,2,0,40972,3,21,82,6,157,426,2,126,192,0,0,0,4,38,260,83,779,4952,76,678,4251,0,0,0,6,85,610,1,16,1,12,2,126,193,2,126,192,0,0,0,0,0,1,76,678,4252,76,678,4251,0,0,0,0,0,1,1,15,67,39,61,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/13,0,4,20,0,4,22,155,0,0,41310,0,8,80,4,101,393,1,72,192,0,0,0,3,32,226,21,409,4759,11,326,4158,0,0,0,10,73,515,0,10,0,8,1,72,193,1,72,192,0,0,0,0,0,1,11,326,4159,11,326,4158,0,0,0,0,0,1,0,4,66,0,43,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/13,0,3,18,0,3,20,155,0,0,41310,1,5,78,5,33,381,3,13,193,0,0,0,2,20,210,44,247,4696,33,184,4118,0,0,0,9,58,493,2,5,2,5,3,13,194,3,13,193,0,0,0,0,0,1,33,184,4119,33,184,4118,0,0,0,0,0,1,1,2,66,1,40,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/13,0,3,18,0,3,20,155,0,0,41310,0,5,71,4,29,377,0,9,190,0,0,0,4,20,210,4,204,4479,0,150,3908,0,0,0,4,50,493,0,4,0,4,0,9,191,0,9,190,0,0,0,0,0,1,0,150,3909,0,150,3908,0,0,0,0,0,1,0,2,59,0,40,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/3/13,1,4,19,1,4,20,156,1,0,41310,1,6,71,23,46,377,15,22,191,0,0,0,8,24,209,93,292,4337,59,207,3750,0,0,0,32,79,513,2,6,1,5,15,22,192,15,22,191,0,0,0,0,0,1,59,207,3751,59,207,3750,0,0,0,0,0,1,0,2,58,0,40,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/4/13,0,3,19,0,3,20,156,0,0,41460,3,8,73,32,58,375,22,34,190,0,0,0,11,26,209,138,419,4428,115,322,3832,0,0,0,20,88,520,3,9,2,6,22,34,191,22,34,190,0,0,0,0,0,1,115,322,3833,115,322,3832,0,0,0,0,0,1,3,5,60,5,45,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/13,0,3,19,0,3,20,156,0,0,41460,1,9,73,18,59,373,14,35,190,0,0,0,4,26,206,49,432,4457,39,333,3865,0,0,0,8,89,515,2,10,2,6,14,35,191,14,35,190,0,0,0,0,0,1,39,333,3866,39,333,3865,0,0,0,0,0,1,1,6,60,1,46,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/6/13,1,2,20,1,2,21,157,1,0,41460,1,7,74,9,61,374,4,37,193,0,0,0,7,28,206,42,391,4487,31,288,3891,0,0,0,8,91,517,3,12,3,8,4,37,194,4,37,193,0,0,0,0,0,1,31,288,3892,31,288,3891,0,0,0,0,0,1,1,6,61,1,8,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/7/13,1,3,20,1,3,21,158,1,0,41572,1,8,74,18,70,370,4,37,194,0,0,0,14,37,200,43,413,4455,10,287,3880,0,0,0,33,114,497,0,12,0,8,4,37,195,4,37,194,0,0,0,0,0,1,10,287,3881,10,287,3880,0,0,0,0,0,1,0,6,61,0,8,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/8/13,1,4,20,1,4,21,159,1,0,41666,1,8,67,13,75,363,2,36,190,0,0,0,11,43,194,34,403,4097,9,263,3533,0,0,0,24,129,491,1,11,1,7,2,36,191,2,36,190,0,0,0,0,0,1,9,263,3534,9,263,3533,0,0,0,0,0,1,0,5,54,0,7,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/9/13,2,6,22,2,6,23,161,2,0,41703,2,10,61,13,79,359,4,38,189,0,0,0,9,45,191,52,451,3593,34,297,3029,0,0,0,13,138,491,5,16,4,11,4,36,190,4,38,189,0,0,0,0,0,1,34,263,3030,34,297,3029,0,0,0,0,0,1,0,5,46,0,7,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/10/13,2,7,21,2,7,21,163,2,0,42304,19,28,63,78,133,341,66,84,181,0,0,0,13,54,182,691,1049,3230,656,894,2705,0,0,0,22,128,456,13,27,7,16,66,33,181,66,84,181,0,0,0,0,0,0,656,238,2705,656,894,2705,0,0,0,0,0,0,16,21,45,27,34,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/13,2,9,23,2,9,23,165,2,0,42360,23,38,67,129,192,357,100,124,179,0,0,0,32,75,202,728,1639,3336,646,1425,2749,0,0,0,72,180,514,10,34,7,22,100,79,179,100,124,179,0,0,0,0,0,0,646,779,2749,646,1425,2749,0,0,0,0,0,0,21,32,50,42,71,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/13,0,9,23,0,9,23,165,0,0,43523,3,39,67,67,201,360,56,129,180,0,0,0,11,79,202,189,1779,3440,153,1539,2828,0,0,0,19,191,524,17,49,2,21,56,122,180,56,129,180,0,0,0,0,0,0,153,1386,2828,153,1539,2828,0,0,0,0,0,0,3,33,50,4,74,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/13,0,8,23,0,8,23,165,0,0,43579,0,39,67,17,199,361,11,129,181,0,0,0,6,77,203,37,1774,3453,26,1534,2833,0,0,0,8,191,530,3,49,2,20,11,127,181,11,129,181,0,0,0,0,0,0,26,1508,2833,26,1534,2833,0,0,0,0,0,0,0,33,50,0,73,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/13,1,8,23,1,8,23,166,1,0,43598,12,43,71,85,201,354,82,136,180,0,0,0,6,74,199,443,2174,3848,402,1926,3197,0,0,0,33,191,553,8,57,6,23,82,136,180,82,136,180,0,0,0,0,0,0,402,1926,3197,402,1926,3197,0,0,0,0,0,0,10,37,54,19,92,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/13,0,7,21,0,7,21,166,0,0,43561,2,44,70,50,202,348,41,137,178,0,0,0,10,74,193,122,2262,3898,100,2017,3251,0,0,0,20,187,549,2,58,2,23,41,137,178,41,137,178,0,0,0,0,0,0,100,2017,3251,100,2017,3251,0,0,0,0,0,0,2,38,55,4,96,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/13,0,5,20,0,5,20,166,0,0,45643,0,43,70,12,200,343,6,139,178,0,0,0,6,71,188,38,2248,3873,25,2008,3234,0,0,0,9,183,539,4,57,3,22,6,139,178,6,139,178,0,0,0,0,0,0,25,2008,3234,25,2008,3234,0,0,0,0,0,0,0,38,55,0,96,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/13,1,4,19,1,4,19,167,1,0,45643,2,33,69,15,188,337,5,131,177,0,0,0,10,66,181,82,1639,3888,59,1411,3252,0,0,0,20,181,535,3,47,3,20,5,131,177,5,131,177,0,0,0,0,0,0,59,1411,3252,59,1411,3252,0,0,0,0,0,0,1,29,55,3,72,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/18/13,0,2,19,0,2,19,167,0,0,45662,0,18,69,11,154,336,2,116,178,0,0,0,9,46,180,37,948,3897,15,780,3253,0,0,0,19,128,540,3,40,2,15,2,116,178,2,116,178,0,0,0,0,0,0,15,780,3253,15,780,3253,0,0,0,0,0,0,0,15,55,0,30,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/13,0,2,18,0,2,18,167,0,0,45662,1,16,69,7,140,331,2,108,176,0,0,0,5,40,176,13,772,3848,6,633,3224,0,0,0,6,115,522,1,24,1,15,2,108,176,2,108,176,0,0,0,0,0,0,6,633,3224,6,633,3224,0,0,0,0,0,0,1,13,55,1,27,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/13,0,2,17,0,2,17,167,0,0,45662,0,16,68,8,139,320,0,105,175,0,0,0,8,41,166,12,747,3691,0,607,3107,0,0,0,12,119,486,0,21,0,13,0,105,175,0,105,175,0,0,0,0,0,0,0,607,3107,0,607,3107,0,0,0,0,0,0,0,13,54,0,27,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/21/13,0,1,16,0,1,16,167,0,0,45662,0,5,59,3,86,305,0,50,165,0,0,0,3,39,159,4,308,3304,0,205,2744,0,0,0,4,90,468,0,13,0,10,0,50,165,0,50,165,0,0,0,0,0,0,0,205,2744,0,205,2744,0,0,0,0,0,0,0,4,46,0,8,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/13,0,1,15,0,1,15,167,0,0,45662,1,4,55,7,50,288,2,13,156,0,0,0,5,37,150,28,214,3126,15,120,2584,0,0,0,9,79,453,4,15,2,10,2,13,156,2,13,156,0,0,0,0,0,0,15,120,2584,15,120,2584,0,0,0,0,0,0,1,3,43,1,5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/13,4,5,19,6,7,21,168,1,0,45681,27,29,68,107,136,294,102,105,162,0,0,0,7,36,150,722,898,3801,703,798,3253,0,0,0,15,85,456,4,15,3,11,102,105,162,102,105,162,0,0,0,1,1,1,708,803,3258,703,798,3253,0,0,0,5,5,5,25,26,56,66,71,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/13,0,4,19,0,6,21,168,0,0,46093,2,29,69,63,149,297,59,123,165,0,0,0,6,33,149,162,978,3958,154,893,3405,0,0,0,7,72,460,1,13,1,9,59,123,165,59,123,165,0,0,0,0,1,1,154,898,3410,154,893,3405,0,0,0,0,5,5,2,27,57,7,75,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/13,2,6,20,3,9,23,169,1,0,46093,3,31,70,14,147,300,10,125,168,0,0,0,4,27,149,207,1148,4154,181,1059,3586,0,0,0,4,57,453,22,32,5,10,10,125,168,10,125,168,0,0,0,0,1,1,181,1064,3591,181,1059,3586,0,0,0,0,5,5,1,27,57,1,76,222,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4/26/13,0,6,20,0,9,23,169,0,0,46656,0,30,70,2,142,296,1,124,166,0,0,0,1,23,147,2,1137,4120,1,1054,3559,0,0,0,1,52,447,0,31,0,9,1,124,166,1,124,166,0,0,0,0,1,1,1,1059,3564,1,1054,3559,0,0,0,0,5,5,0,26,57,0,75,222,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4/27/13,0,6,18,0,9,21,169,0,0,46656,1,30,68,8,142,297,3,124,166,0,0,0,5,23,148,15,1140,4052,8,1062,3491,0,0,0,6,46,447,1,32,1,9,3,124,166,3,124,166,0,0,0,0,1,1,8,1067,3496,8,1062,3491,0,0,0,0,5,5,1,26,57,3,78,186,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4/28/13,0,6,18,0,9,21,169,0,0,46675,0,30,68,2,140,294,1,124,165,0,0,0,1,21,146,4,1140,4035,2,1064,3482,0,0,0,2,44,439,0,32,0,9,1,124,165,1,124,165,0,0,0,0,1,1,2,1069,3487,2,1064,3482,0,0,0,0,5,5,0,26,57,0,78,186,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4/29/13,1,7,19,1,10,22,170,1,0,46656,7,36,73,37,147,298,33,128,165,0,0,0,4,24,150,128,1240,4119,115,1164,3564,0,0,0,7,42,437,6,34,5,11,33,128,165,33,128,165,0,0,0,0,1,1,115,1169,3569,115,1164,3564,0,0,0,0,5,5,6,31,61,9,86,194,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
4/30/13,1,4,20,1,5,23,170,0,0,46600,1,13,74,14,99,297,14,84,167,0,0,0,1,19,147,31,549,4146,29,490,3593,0,0,0,1,28,434,1,31,1,11,14,84,167,14,84,167,0,0,0,0,0,1,29,490,3598,29,490,3593,0,0,0,0,0,5,0,9,61,0,20,194,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
5/1/13,1,5,20,1,6,23,171,1,0,46694,7,18,74,77,110,305,75,97,175,0,0,0,3,17,147,437,824,4490,417,753,3951,0,0,0,8,29,410,12,42,3,12,75,97,175,75,97,175,0,0,0,0,0,1,417,753,3956,417,753,3951,0,0,0,0,0,5,6,13,63,10,23,204,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
5/2/13,0,3,20,0,3,23,171,0,0,46787,9,24,77,100,140,302,96,128,178,0,0,0,5,17,141,670,1287,5022,653,1225,4489,0,0,0,11,36,401,6,26,4,12,96,128,178,96,128,178,0,0,0,0,0,1,653,1225,4494,653,1225,4489,0,0,0,0,0,5,9,21,66,17,39,216,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/3/13,1,4,20,1,4,24,170,0,0,46581,3,25,76,14,141,300,12,129,177,0,0,0,3,17,140,70,1355,5043,55,1279,4505,0,0,0,11,46,404,4,30,2,13,12,129,177,12,129,177,0,0,0,0,0,1,55,1279,4510,55,1279,4505,0,0,0,0,0,5,3,22,65,9,48,224,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/4/13,0,4,19,0,4,23,170,0,0,46731,1,24,76,7,140,295,5,128,175,0,0,0,3,15,136,41,1381,5042,29,1300,4503,0,0,0,10,50,406,2,31,1,12,5,128,175,5,128,175,0,0,0,0,0,1,29,1300,4508,29,1300,4503,0,0,0,0,0,5,1,21,65,3,48,226,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/5/13,0,4,18,0,4,22,170,0,0,46731,0,24,76,5,140,287,5,129,175,0,0,0,0,14,128,13,1390,5012,12,1310,4505,0,0,0,0,48,373,1,32,1,12,5,129,175,5,129,175,0,0,0,0,0,1,12,1310,4510,12,1310,4505,0,0,0,0,0,5,0,21,65,0,48,226,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/6/13,0,3,17,0,3,21,170,0,0,46731,0,18,76,3,131,280,3,124,174,0,0,0,0,10,122,53,1315,5031,49,1244,4545,0,0,0,0,41,349,4,30,1,9,3,124,174,3,124,174,0,0,0,0,0,1,49,1244,4550,49,1244,4545,0,0,0,0,0,5,0,16,65,0,39,226,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/7/13,1,3,16,1,3,20,171,1,0,46619,8,23,77,90,149,280,86,138,177,0,0,0,4,13,118,346,1630,5325,334,1549,4845,0,0,0,6,46,342,6,35,3,10,86,138,177,86,138,177,0,0,0,0,0,1,334,1549,4850,334,1549,4845,0,0,0,0,0,5,6,21,66,7,46,233,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/8/13,2,4,15,2,4,20,171,0,0,46900,8,25,70,72,148,270,70,135,174,0,0,0,2,15,110,239,1432,4873,224,1356,4413,0,0,0,5,43,325,10,33,4,10,72,137,176,70,135,174,0,0,0,2,2,3,229,1361,4423,224,1356,4413,0,0,0,5,5,10,7,22,61,10,46,216,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/9/13,1,5,14,1,5,19,171,1,0,47144,1,20,61,20,136,248,16,124,172,0,0,0,4,14,90,36,798,4181,31,734,3798,0,0,0,4,36,257,1,28,1,10,18,127,175,16,124,172,0,0,0,2,3,4,33,741,3810,31,734,3798,0,0,0,2,7,12,0,16,51,0,29,174,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/10/13,0,4,14,0,4,19,171,0,0,47144,1,18,60,8,135,242,7,124,173,0,0,0,1,13,83,23,751,4015,20,699,3665,0,0,0,1,26,239,2,26,2,10,7,127,176,7,124,173,0,0,0,0,3,4,20,706,3677,20,699,3665,0,0,0,0,7,12,1,14,50,1,21,171,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/11/13,0,4,14,0,4,19,171,0,0,46712,1,18,61,5,136,239,4,126,173,0,0,0,1,11,79,31,741,4009,28,698,3667,0,0,0,1,17,232,2,26,2,12,4,129,176,4,126,173,0,0,0,0,3,4,28,705,3679,28,698,3667,0,0,0,0,7,12,1,14,51,1,19,172,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/12/13,0,4,13,0,4,18,171,0,0,47181,3,20,58,82,150,236,80,138,170,0,0,0,2,13,78,274,1002,3840,268,954,3533,0,0,0,2,19,201,4,29,1,11,80,141,173,80,138,170,0,0,0,0,3,4,268,961,3545,268,954,3533,0,0,0,0,7,12,2,16,49,3,22,156,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/13/13,6,10,19,7,11,25,171,0,0,47125,33,49,76,196,238,312,118,150,175,0,0,0,84,97,157,776,1725,4494,567,1472,4000,0,0,0,198,217,379,11,36,7,15,196,229,254,118,150,175,0,0,0,84,87,88,765,1677,4210,567,1472,4000,0,0,0,198,205,210,32,45,68,41,63,193,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
5/14/13,0,9,19,0,10,25,171,0,0,47200,9,48,80,107,248,323,87,154,178,0,0,0,21,103,164,277,1656,4733,241,1379,4216,0,0,0,29,240,399,7,37,4,16,106,242,266,87,154,178,0,0,0,20,96,97,269,1612,4454,241,1379,4216,0,0,0,28,233,238,8,45,72,14,70,207,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
5/15/13,1,8,19,1,9,25,171,0,0,47125,6,47,81,91,254,323,86,157,180,0,0,0,8,107,163,297,1714,4948,280,1435,4437,0,0,0,8,243,387,9,36,4,17,88,245,269,86,157,180,0,0,0,5,97,99,285,1668,4680,280,1435,4437,0,0,0,5,233,243,6,45,74,12,72,216,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
5/16/13,1,8,19,2,10,27,171,0,0,47125,1,47,81,12,251,317,11,157,180,0,0,0,2,103,155,37,1715,4948,34,1438,4456,0,0,0,2,241,370,1,36,1,17,12,243,269,11,157,180,0,0,0,2,95,99,36,1671,4701,34,1438,4456,0,0,0,2,233,245,0,45,74,0,72,216,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
5/17/13,0,8,19,0,10,27,171,0,0,46806,5,47,81,70,249,312,70,156,179,0,0,0,0,102,151,249,1941,5184,244,1662,4694,0,0,0,0,240,364,5,39,3,15,70,242,268,70,156,179,0,0,0,0,95,99,244,1895,4939,244,1662,4694,0,0,0,0,233,245,4,45,74,5,76,220,1,2,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
5/18/13,2,10,21,2,12,29,173,2,0,46806,2,48,83,18,257,319,9,156,181,0,0,0,9,110,156,42,1952,5214,24,1658,4718,0,0,0,15,254,367,3,40,2,15,9,242,270,9,156,181,0,0,0,0,95,99,24,1891,4963,24,1658,4718,0,0,0,0,233,245,0,44,74,0,75,220,0,2,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
5/19/13,0,10,21,0,12,29,173,0,0,46750,2,48,84,38,257,322,29,154,182,0,0,0,9,112,158,198,1876,5408,148,1538,4866,0,0,0,38,290,401,12,48,4,17,29,240,271,29,154,182,0,0,0,0,95,99,148,1771,5111,148,1538,4866,0,0,0,0,233,245,2,44,75,3,75,223,0,2,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
5/20/13,0,4,21,0,5,29,173,0,0,46637,0,23,84,19,176,322,18,139,182,0,0,0,2,42,159,32,1132,5412,30,1001,4881,0,0,0,2,94,394,0,37,0,13,18,158,271,18,139,182,0,0,0,0,23,99,30,1036,5126,30,1001,4881,0,0,0,0,35,245,0,19,75,0,34,222,0,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
5/21/13,0,4,18,0,5,23,173,0,0,47200,0,16,73,2,137,318,2,117,182,0,0,0,0,24,154,26,881,4716,25,785,4203,0,0,0,0,65,379,1,31,1,11,2,120,271,2,117,182,0,0,0,0,6,98,25,792,4443,25,785,4203,0,0,0,0,7,240,0,12,65,0,20,156,0,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
5/22/13,0,3,18,0,4,23,173,0,0,47266,0,10,72,6,104,313,4,88,180,0,0,0,2,19,151,28,612,4582,23,528,4072,0,0,0,2,59,374,3,25,2,11,4,89,269,4,88,180,0,0,0,0,2,98,23,530,4312,23,528,4072,0,0,0,0,2,240,0,6,64,0,8,149,0,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
5/23/13,1,3,17,2,4,22,173,0,0,47331,1,10,72,2,101,310,1,85,179,0,0,0,1,18,149,24,599,4399,22,516,3913,0,0,0,1,58,371,1,25,1,12,1,85,268,1,85,179,0,0,0,0,0,98,22,516,4153,22,516,3913,0,0,0,0,0,240,0,6,64,0,8,148,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
5/24/13,0,3,17,0,4,22,173,0,0,47369,0,5,72,0,60,310,0,43,179,0,0,0,0,18,149,0,350,4397,0,272,3912,0,0,0,0,58,370,0,20,0,10,0,43,268,0,43,179,0,0,0,0,0,98,0,272,4152,0,272,3912,0,0,0,0,0,240,0,2,64,0,3,148,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/25/13,0,1,17,0,2,22,173,0,0,47388,0,3,71,0,52,307,0,39,179,0,0,0,0,14,145,0,308,4382,0,248,3904,0,0,0,0,43,364,0,17,0,8,0,39,268,0,39,179,0,0,0,0,0,98,0,248,4144,0,248,3904,0,0,0,0,0,240,0,2,63,0,3,145,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/26/13,0,1,17,0,2,22,173,0,0,47425,0,1,71,0,25,307,0,21,179,0,0,0,0,5,144,0,110,4378,0,100,3902,0,0,0,0,5,362,0,5,0,4,0,21,268,0,21,179,0,0,0,0,0,98,0,100,4142,0,100,3902,0,0,0,0,0,240,0,0,63,0,0,145,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/27/13,1,2,17,1,3,22,173,1,1,47463,3,4,69,7,16,305,6,12,180,0,0,0,1,4,141,145,223,4395,132,202,3919,0,0,0,1,4,356,12,17,6,10,6,12,269,6,12,180,0,0,0,0,0,98,132,202,4159,132,202,3919,0,0,0,0,0,240,3,3,62,5,5,141,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/28/13,0,2,17,0,3,21,173,0,0,47453,1,5,69,2,17,305,1,12,179,0,0,0,1,5,141,6,203,4370,4,181,3894,0,0,0,1,5,356,1,17,1,10,1,12,268,1,12,179,0,0,0,0,0,98,4,181,4134,4,181,3894,0,0,0,0,0,240,1,4,62,2,7,143,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/29/13,2,4,18,2,5,22,174,1,0,47500,6,11,69,62,72,313,52,59,177,0,0,0,10,13,151,242,417,4175,219,377,3696,0,0,0,18,21,366,5,19,5,13,53,60,267,52,59,177,0,0,0,1,1,99,224,382,3941,219,377,3696,0,0,0,5,5,245,4,8,61,6,13,139,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/30/13,0,3,18,0,3,22,174,0,0,47763,1,10,68,29,83,310,22,67,173,0,0,0,7,16,151,51,444,3556,44,399,3087,0,0,0,7,27,362,0,18,0,12,23,69,264,22,67,173,0,0,0,1,2,100,45,405,3333,44,399,3087,0,0,0,1,6,246,1,9,61,1,14,123,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5/31/13,0,3,17,0,3,21,174,0,0,47763,1,11,68,11,88,312,9,70,175,0,0,0,2,18,151,68,512,3554,62,461,3094,0,0,0,4,31,355,2,20,2,14,9,72,266,9,70,175,0,0,0,0,2,100,62,467,3340,62,461,3094,0,0,0,0,6,246,1,10,61,1,15,115,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6/1/13,0,3,17,0,3,21,174,0,0,47782,0,11,68,2,88,310,2,70,175,0,0,0,0,18,148,2,514,3515,2,463,3067,0,0,0,0,31,345,0,20,0,14,2,72,266,2,70,175,0,0,0,0,2,100,2,469,3313,2,463,3067,0,0,0,0,6,246,0,10,61,0,15,112,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6/2/13,0,3,17,0,3,21,174,0,0,47838,1,11,68,6,90,312,6,72,177,0,0,0,0,18,148,35,549,3537,33,496,3088,0,0,0,0,31,345,2,22,2,15,6,74,268,6,72,177,0,0,0,0,2,100,33,502,3334,33,496,3088,0,0,0,0,6,246,1,10,61,2,17,114,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6/3/13,0,2,17,0,2,21,174,0,0,47847,0,8,68,2,85,313,2,68,178,0,0,0,0,17,148,8,412,3492,7,371,3046,0,0,0,0,30,345,1,11,1,10,2,70,269,2,68,178,0,0,0,0,2,100,7,377,3292,7,371,3046,0,0,0,0,6,246,0,7,61,0,12,114,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6/4/13,7,8,21,10,12,30,174,0,0,47866,30,32,76,222,261,444,85,108,177,0,0,0,140,156,283,686,1092,3832,307,674,3019,0,0,0,374,403,713,5,15,3,12,220,245,404,83,106,177,0,0,0,140,142,240,678,1051,3636,304,671,3016,0,0,0,374,380,620,28,30,70,42,52,149,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6/5/13,1,8,21,1,11,29,174,0,0,47857,4,33,73,215,352,526,73,128,182,0,0,0,146,231,363,457,1307,4050,219,674,3014,0,0,0,232,617,940,6,16,4,10,209,338,485,66,121,182,0,0,0,144,221,318,438,1265,3845,208,660,3000,0,0,0,230,605,845,4,31,67,7,53,146,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
